no.	maxl2sqr	time
5000	0.0060095155251471254	0:34:38.820053
5020	0.0030986221346745897	0:29:05.528569
5040	0.0038672279247490295	0:33:41.950037
5060	0.0025469249794029766	0:31:40.062136
5080	0.002998783267744989	0:30:14.805905
5100	0.002812890673866659	0:32:55.045410
5120	0.00363206137039782	0:30:42.298506
5140	0.0010843312541102279	0:31:38.863796
5160	0.002151551397049804	0:32:12.055608
5180	0.0032525397006349446	0:30:31.447779
5200	0.0016703902852314564	0:33:45.026231
5220	0.0017312520115001678	0:33:27.198933
5240	0.0034140807206280493	0:35:25.497105
5260	0.0014470826439736042	0:32:37.314953
5280	0.004074489942433205	0:32:26.399874
5300	0.005007261258958614	0:29:24.047658
5320	0.00407932063854938	0:31:18.222291
5340	0.0025883961090498384	0:26:59.088510
5360	0.004796139060601839	0:32:35.752952
5380	0.0031272162936087245	0:34:59.344510
5400	0.002225235194085221	0:34:05.333571
5420	0.004256232315275596	0:30:36.576653
5440	0.00528520103138715	0:33:30.623434
5460	0.0060602560644155284	0:31:57.510043
5480	0.0038435133147889915	0:32:56.258281
1500	0.004072112635304919	0:34:54.757230
1520	0.0016972067155068022	0:31:25.714524
1540	0.0014632181751386155	0:31:51.280783
1560	0.004527101898836126	0:32:01.012713
1580	0.002692792754863481	0:32:24.741828
1600	0.0019132798952561075	0:31:41.590181
1620	0.0027630952555933105	0:35:24.155887
1640	0.005623946597275496	0:32:11.108010
1660	0.003398702146464188	0:32:34.025759
1680	0.0008626647840332634	0:34:12.786997
1700	0.00220763640726075	0:35:33.742537
1720	0.002614831948010733	0:32:59.721594
1740	0.003885923096502996	0:32:17.667886
1760	0.0014694680716248838	0:34:02.641804
1780	0.0030676062257272603	0:34:19.864175
1800	0.0017138286365087948	0:32:41.114651
1820	0.004010769714204993	0:30:30.009207
1840	0.0024090201261828966	0:34:50.514967
1860	0.0034486060121033373	0:31:47.898474
1880	0.0036677845561372898	0:32:07.467103
1900	0.0022776937299422853	0:29:29.122461
1920	0.00245180072504313	0:34:07.788183
1940	0.003284935691992556	0:28:29.184774
1960	0.0032499260302676445	0:31:07.716078
1980	0.0038763980374023265	0:30:11.740756
6500	0.0024947614490504317	0:30:33.210250
6520	0.0018615692429447693	0:31:08.574620
6540	0.0010456207874077013	0:32:11.887307
6560	0.003022480345048029	0:33:00.203107
6580	0.0025017597387374194	0:33:34.245873
6600	0.004366072993390693	0:32:04.367546
6620	0.002095695936673638	0:28:03.747290
6640	0.003142928837776816	0:31:30.669893
6660	0.0028253168193158097	0:31:40.330756
6680	0.003703020862221674	0:31:47.929408
6700	0.0034737285712260185	0:34:05.076480
6720	0.0010045005316176284	0:33:12.776220
6740	0.000814731908044428	0:31:58.134551
6760	0.002358382874974284	0:32:17.565268
6780	0.002948220613293687	0:33:43.229696
6800	0.0017008373411746928	0:32:13.906963
6820	0.005162105309582	0:34:01.351469
6840	0.002685702070691818	0:32:39.501289
6860	0.001972964753354834	0:34:01.343041
6880	0.0035407994391610732	0:33:55.004454
6900	0.00477577772815131	0:34:18.893323
6920	0.0016531182276906095	0:33:30.859924
6940	0.003551029270310398	0:32:21.050037
6960	0.0020766165923716585	0:34:05.211423
6980	0.0026108080191843174	0:29:59.234034
500	0.003016492803357935	0:33:42.848571
520	0.003637660637976331	0:34:36.644676
540	0.0061654820391327594	0:30:30.934430
560	0.002652112051783572	0:33:58.535819
580	0.0016433431051773772	0:33:40.395954
600	0.0028941581572655374	0:30:35.582077
620	0.0024654005016248245	0:33:20.076050
640	0.0013243008816873597	0:34:04.138424
660	0.002376222445865244	0:31:27.339560
680	0.0037786241623060735	0:28:58.111680
700	0.003185394923663902	0:33:32.898679
720	0.0014241717366914992	0:32:32.647444
740	0.0029129237996207116	0:32:04.228624
760	0.0036055315000006467	0:34:13.186862
780	0.004000293312172668	0:35:58.143357
800	0.002715164850587734	0:33:58.092138
820	0.001836590823671442	0:31:54.240167
840	0.004689596601924501	0:31:23.556687
860	0.0010557690177671144	0:29:02.473979
880	0.0013207562280391468	0:30:12.162236
900	0.0007515284540732833	0:29:31.361371
920	0.0032390563142958356	0:28:50.207274
940	0.004906637239252089	0:31:35.874014
960	0.0036267092088059236	0:32:15.931935
980	0.0009629844868902938	0:36:16.863042
2000	0.0029165913622233555	0:33:48.053810
2020	0.003510852409624149	0:34:27.391155
2040	0.001924895507722073	0:32:34.389683
2060	0.0023485734882451184	0:31:49.918935
2080	0.0030177426167156663	0:32:50.083752
2100	0.0009734028951736428	0:32:54.980251
2120	0.0024767624975703608	0:35:17.033846
2140	0.004381285953987658	0:35:39.125725
2160	0.0017828834029240148	0:34:37.273148
2180	0.00023594734989118425	0:29:44.306820
2200	0.001020372549230256	0:35:48.583746
2220	0.003213811870288633	0:35:05.136463
2240	0.002008097254855802	0:33:39.042367
2260	0.0037475615365502777	0:29:49.884560
2280	0.0009594636351175337	0:30:24.732276
2300	0.0016753116449696038	0:33:28.281732
2320	0.0025328979637759736	0:26:22.346397
2340	0.0025388639762354316	0:31:49.599839
2360	0.006163145488091591	0:33:47.014349
2380	0.0016886240384825443	0:34:25.452326
2400	0.003585262268586779	0:32:22.780983
2420	0.0029741665631078896	0:30:57.198750
2440	0.0030517847843610437	0:33:13.344537
2460	0.0019574310714841354	0:33:34.451668
2480	0.0020305865818610524	0:25:13.549616
3000	0.0017817864119601574	0:32:07.896526
3020	0.003881778194593299	0:33:34.919798
3040	0.0034567709470419007	0:35:32.453603
3060	0.0026076098166808725	0:35:58.827041
3080	0.003741099393543328	0:33:10.072952
3100	0.00026618242235472195	0:33:15.445360
3120	0.0012837901194963973	0:33:40.863739
3140	0.0013796562850560132	0:34:53.697738
3160	0.0016503020763222736	0:35:32.314487
3180	0.0036684020656751718	0:31:36.367816
3200	0.0018085879349340303	0:33:29.211881
3220	0.003168485846907435	0:31:23.924809
3240	0.004183279074107208	0:36:30.448453
3260	0.003180705324178196	0:35:07.514112
3280	0.0008471006715588895	0:33:37.162249
3300	0.0016728315569493248	0:32:44.805838
3320	0.007140814463375294	0:35:17.314712
3340	0.0013905185247296166	0:32:08.746676
3360	0.0015307498301131849	0:34:44.209846
3380	0.001679188849574697	0:31:00.936832
3400	0.0016645208645736979	0:33:23.610560
3420	0.0011337972707976896	0:34:24.361137
3440	0.002007555083535902	0:34:02.138379
3460	0.003263671759871266	0:32:12.982956
3480	0.001365686723160358	0:21:23.658670
8500	0.0011641720391982152	0:35:00.035330
8520	0.0027922336711228074	0:34:37.800852
8540	0.0009734585177785498	0:31:48.280128
8560	0.0031067954822649514	0:31:51.368515
8580	0.00392399726253275	0:32:51.699407
8600	0.0021685633231190646	0:30:29.188151
8620	0.0031725889075317083	0:34:02.485142
8640	0.004177193160738301	0:33:55.213243
8660	0.003623573659339005	0:31:11.013419
8680	0.0025539219382115855	0:29:15.176828
8700	0.002145110651243963	0:31:58.578558
8720	0.0010660849400206357	0:30:48.433450
8740	0.0016892647182967563	0:30:19.373814
8760	0.00331386715443886	0:32:41.791621
8780	0.00045070545907099305	0:33:05.502538
8800	0.0017647664804347927	0:32:34.747952
8820	0.0035136375522536317	0:30:37.022569
8840	0.0019486965073372705	0:31:25.244611
8860	0.0019301190537887839	0:32:42.632049
8880	0.0022202543878839863	0:34:45.074442
8900	0.002095297179653755	0:30:51.081450
8920	0.0018404027875341018	0:31:45.242637
8940	0.005859923797785074	0:33:34.039556
8960	0.0003534270471903158	0:35:19.175642
8980	0.0025334536513955024	0:31:54.877575
1000	0.002386307332030272	0:34:08.921902
1020	0.004464530466666318	0:30:37.311179
1040	0.0040015383909155	0:30:00.528978
1060	0.003794421615793745	0:32:28.966518
1080	0.0032881765924485775	0:32:39.082879
1100	0.002802171436100475	0:30:45.777159
1120	0.0026879326902084525	0:32:43.734628
1140	0.0008009212792482966	0:30:14.938402
1160	0.0030571457159874523	0:31:03.052522
1180	0.0015456482414153891	0:28:48.297877
1200	0.0029654412768819246	0:30:03.480602
1220	0.0017365096404336963	0:32:05.867829
1240	0.0005944509991990635	0:31:11.830822
1260	0.003833420021515098	0:29:07.770308
1280	0.0035606926827420884	0:32:33.400272
1300	0.00019257480012807614	0:33:39.819462
1320	0.0017629598731038123	0:34:20.392054
1340	0.0031616016167420025	0:31:12.723882
1360	0.0031878048790301788	0:31:30.884754
1380	0.0016292078576996033	0:27:46.971952
1400	0.0008510884136086222	0:31:24.064357
1420	0.0023262297647606797	0:29:55.033507
1440	0.0017808194384661526	0:34:24.091671
1460	0.003011430212876068	0:29:02.969563
1480	0.0037065611238374517	0:32:21.365802
0	0.0028639285071449514	0:30:54.187143
20	0.003802321857745048	0:33:51.521016
40	0.0038848753911088045	0:33:35.543374
60	0.002235980406212846	0:32:58.769134
80	0.0016470183520071124	0:31:35.966306
100	0.0014815355028411118	0:33:22.194382
120	0.0016948924705337699	0:32:22.108588
140	0.0018369085808965136	0:31:53.267313
160	0.002069472780030517	0:29:50.489269
180	0.002920643574469141	0:33:24.533158
200	0.0027486724769970943	0:32:05.697834
220	0.0027021945101985126	0:31:54.597929
240	0.00286133927692684	0:32:50.423474
260	0.003171664562695559	0:31:24.806427
280	0.004055257279936252	0:29:34.890222
300	0.002427838104325315	0:30:40.139113
320	0.0013161938758214937	0:34:06.806553
340	0.003543735132352724	0:32:17.164363
360	0.0017332893500264655	0:31:20.460295
380	0.002422308556735351	0:30:00.470974
400	0.004614700347105287	0:34:32.867969
420	0.0009283915249970283	0:33:56.805078
440	0.0038604054684436605	0:31:42.458237
460	0.003695633462256189	0:31:53.620357
480	0.002906581602920003	0:32:22.353760
5500	0.0022356416248802023	0:31:30.110267
5520	0.0025276028121058213	0:35:11.733128
5540	0.0017883935638287145	0:31:57.650341
5560	0.0014149357345225081	0:32:38.621573
5580	0.0015526379874989768	0:32:54.387324
5600	0.0023009357449299073	0:31:37.111731
5620	0.0014547402016941542	0:31:52.726044
5640	0.0028990442984465027	0:33:04.696821
5660	0.0032195438284020658	0:32:45.704243
5680	0.0021896617566789355	0:33:04.041754
5700	0.0024402003572026724	0:32:25.217546
5720	0.003077390979791625	0:31:51.772039
5740	0.0010533868284095694	0:33:07.169627
5760	0.0011649594214016067	0:32:49.642791
5780	0.0036494745121109498	0:33:28.169506
5800	0.0022236575536727183	0:33:12.273941
5820	0.0022667563163212383	0:34:34.765727
5840	0.0012672061371067273	0:32:03.453171
5860	0.0038237179861557906	0:30:31.152289
5880	0.0020508479009212193	0:33:19.883064
5900	0.0012833818229691252	0:32:20.485354
5920	0.004284858739450146	0:35:35.822060
5940	0.0020578812400316522	0:32:25.976541
5960	0.0032940242626611754	0:31:48.028783
5980	0.003999469647652486	0:28:35.705452
8000	0.002486438035212745	0:31:08.081269
8020	0.0012023628734218505	0:34:04.912945
8040	0.0020513506306146026	0:34:01.874038
8060	0.001802996089676853	0:35:58.687608
8080	0.0008957076446252704	0:33:08.886640
8100	0.002977584807201757	0:32:27.937391
8120	0.0031324110131911156	0:32:31.245522
8140	0.0009562083295716977	0:33:54.986422
8160	0.003539522047978104	0:32:42.516796
8180	0.0011953971941192714	0:34:10.040881
8200	0.0023248643260582796	0:31:50.476915
8220	0.0021741625132461377	0:34:40.881468
8240	0.002626955457444118	0:30:49.745203
8260	0.0035928302668538845	0:30:48.616081
8280	0.004364913176774177	0:31:42.756886
8300	0.0021966961629712586	0:34:34.136591
8320	0.001433314800093439	0:31:21.984675
8340	0.0017904342628765032	0:30:09.497645
8360	0.002711770672546747	0:33:40.676220
8380	0.00342506902987506	0:33:20.985986
8400	0.0016786784869600255	0:32:53.005254
8420	0.002261461937676876	0:33:15.646839
8440	0.0020431086282289793	0:32:55.442699
8460	0.0012697181401390757	0:32:04.058341
8480	0.00133319871509603	0:22:02.517507
2500	0.0024367810492860807	0:28:15.912123
2520	0.003529987840003362	0:31:44.561609
2540	0.002455939204794518	0:32:10.301150
2560	0.002086425109329177	0:34:31.643346
2580	0.003924289443167304	0:34:05.148902
2600	0.0023588628179521576	0:33:30.794381
2620	0.0020717625184686565	0:33:17.008308
2640	0.0043050934716383	0:34:00.032368
2660	0.001139131453557131	0:30:38.955370
2680	0.0016452893725574767	0:33:10.229879
2700	0.00406168806287222	0:34:13.024909
2720	0.0018714881982020801	0:31:28.494514
2740	0.00319039862540582	0:32:01.777713
2760	0.0010010935608214134	0:35:39.502094
2780	0.004289448504298363	0:32:21.610374
2800	0.0017585511899459822	0:32:37.777742
2820	0.0023163739752101176	0:33:52.378017
2840	0.0026631020967849512	0:33:39.007741
2860	0.0013138599696583242	0:32:46.572870
2880	0.0010248722995180014	0:30:32.135430
2900	0.003196986941036908	0:32:30.549023
2920	0.0028574668949603445	0:32:21.705557
2940	0.004662824743056476	0:30:37.437583
2960	0.0027402812840733788	0:31:05.512306
2980	0.0020020165589148737	0:25:20.207633
9000	0.002809104637372154	0:32:00.060389
9020	0.004907764077749092	0:30:30.912135
9040	0.0019736297611391293	0:30:24.356588
9060	0.004026951536588788	0:28:56.298379
9080	0.0016883308680210427	0:31:17.580679
9100	0.0033939729259544445	0:30:40.684146
9120	0.0024735843571175743	0:31:37.402404
9140	0.0022202423141079062	0:29:59.652074
9160	0.0017385414805107472	0:32:28.388754
9180	0.002878236744718045	0:32:19.950036
9200	0.0011721736190502784	0:34:18.222583
9220	0.0032713481964188043	0:29:08.145796
9240	0.0018262425935105854	0:32:27.674640
9260	0.0008687150340397911	0:29:45.044055
9280	0.002171482233072858	0:34:04.376750
9300	0.0034392201399567643	0:34:53.117533
9320	0.0022781343931121403	0:32:11.300244
9340	0.004840876821596726	0:29:54.556686
9360	0.0028070181152374377	0:33:31.323176
9380	0.0021797984501460642	0:32:41.194824
9400	0.004170825038865435	0:31:06.779088
9420	0.0037900582628952895	0:32:51.073899
9440	0.004255593031146708	0:31:43.282227
9460	0.0011689713709702393	0:33:23.923441
9480	0.0010826275586015579	0:33:30.699920
7500	0.004534983918215195	0:33:55.859800
7520	0.0007956712131163087	0:35:24.896653
7540	0.0025725918553850583	0:33:34.365332
7560	0.002183943780272506	0:32:23.954337
7580	0.0025653310515676105	0:30:06.718268
7600	0.002032658522112888	0:34:52.395964
7620	0.003433802754713157	0:30:24.689889
7640	0.003975604087756062	0:33:16.418236
7660	0.0030550249718148534	0:34:23.975323
7680	0.0042745941653404805	0:32:40.992250
7700	0.001991211726133627	0:28:50.746935
7720	0.0009975151289375668	0:35:13.713630
7740	0.001656252111057281	0:35:45.495633
7760	0.0030773873437801337	0:34:01.943663
7780	0.003563172577437837	0:33:58.180151
7800	0.0015464906437815736	0:32:28.270023
7820	0.0017709456371886511	0:35:30.389824
7840	0.003528397876016158	0:32:29.556292
7860	0.002965451588813335	0:34:14.288814
7880	0.0036654766450144676	0:32:55.969557
7900	0.0029348953002055265	0:35:22.608830
7920	0.0029025230055872192	0:34:58.112190
7940	0.0006468033434525932	0:31:10.398249
7960	0.0024517709201389818	0:30:19.117050
7980	0.002201817562590734	0:25:01.041677
7000	0.0010128077447609444	0:31:21.632022
7020	0.004828917616477005	0:31:23.344288
7040	0.001948797356329947	0:35:42.185908
7060	0.002532803161328384	0:32:49.503965
7080	0.0014889736488767871	0:32:07.005528
7100	0.0027847954337889102	0:34:23.498670
7120	0.006155950895909687	0:33:17.720515
7140	0.0011766157066249072	0:31:45.827606
7160	0.0016398084784562243	0:33:15.227819
7180	0.0018556719246577312	0:34:01.026249
7200	0.002014919919710487	0:35:38.322783
7220	0.0033095300435877907	0:31:08.631345
7240	0.001489590221026046	0:33:32.835364
7260	0.00234580882767634	0:35:10.467433
7280	0.0022749353199727484	0:32:15.021874
7300	0.0028142978297503595	0:34:40.437335
7320	0.0023072524346011017	0:34:35.729624
7340	0.002145419374833371	0:32:28.059378
7360	0.0030594772107817095	0:34:42.903689
7380	0.0022944448745426897	0:33:53.957412
7400	0.0026307778731514625	0:34:17.202738
7420	0.0018241536371956617	0:30:38.943638
7440	0.0018978596197091933	0:33:28.003546
7460	0.0020381442018357785	0:30:37.141389
7480	0.0025779122774973666	0:21:29.327443
4500	0.001294052164947269	0:33:26.055751
4520	0.0014183662653958432	0:31:23.517252
4540	0.0025803589473360187	0:32:50.590713
4560	0.002511202374054202	0:33:16.120599
4580	0.000863719782564739	0:35:36.338540
4600	0.003561670877700714	0:34:56.114491
4620	0.003935288563682322	0:32:09.968893
4640	0.002232975089089025	0:31:54.630504
4660	0.0032531538456031074	0:34:13.422741
4680	0.005802493730790124	0:30:37.753287
4700	0.003158066907586073	0:31:48.054154
4720	0.0020584552209557405	0:27:32.493677
4740	0.0013317871767658525	0:33:26.261970
4760	0.002944709596198087	0:29:46.273004
4780	0.0016665658960976343	0:30:12.823876
4800	0.003631221710130958	0:25:56.520965
4820	0.0028317313631205303	0:34:25.705528
4840	0.0072290906990143565	0:30:16.195838
4860	0.0014247304089311684	0:31:37.991466
4880	0.0031911310413052212	0:32:19.505861
4900	0.0038625736908889526	0:31:11.055005
4920	0.003679640783805038	0:31:32.353175
4940	0.0030122734116201514	0:31:49.107140
4960	0.001571144810562397	0:33:18.789763
4980	0.003197725919051534	0:33:28.100391
9500	0.0024217068930544976	0:31:37.590885
9520	0.005248224859756984	0:30:46.035301
9540	0.0024265687445032868	0:31:15.321190
9560	0.0031959111722378994	0:33:34.203577
9580	0.0029859642353716343	0:31:02.415692
9600	0.0015429142491383042	0:35:39.037907
9620	0.002565848427365581	0:30:03.650562
9640	0.0020747354495314167	0:31:49.181727
9660	0.003831473701404448	0:33:38.600121
9680	0.0029927501514630007	0:34:18.255431
9700	0.0023483128089954717	0:34:56.209947
9720	0.0018207637686073967	0:31:26.121975
9740	0.002109132839305339	0:32:56.501401
9760	0.002269937605873399	0:30:44.262188
9780	0.0012292272218949016	0:26:57.258309
9800	0.0051816281992564705	0:31:35.330284
9820	0.002555532809263656	0:31:07.316142
9840	0.0025991846312678674	0:33:35.689181
9860	0.0011624770675022615	0:33:41.566150
9880	0.004264299857566691	0:33:55.079935
9900	0.0026386387368283	0:32:36.775810
9920	0.0031865592474464065	0:33:35.572727
9940	0.004459158396235901	0:32:21.629338
9960	0.002987607233057443	0:33:39.701643
9980	0.0038311886624617583	0:32:36.400551
3500	0.0039996344492518095	0:34:40.456897
3520	0.00436047308184187	0:31:38.303334
3540	0.003128937785425579	0:35:36.809898
3560	0.003937103425904058	0:32:38.691123
3580	0.0012158702696657873	0:33:53.771764
3600	0.0023087436191953402	0:35:49.771722
3620	0.0024748770960337334	0:32:46.216642
3640	0.0006470424056494732	0:31:28.753505
3660	0.0012273427072288967	0:30:43.262164
3680	0.0015431477125070533	0:32:35.904109
3700	0.0022969289343001114	0:31:42.994094
3720	0.0013886757351604185	0:34:27.541029
3740	0.002424437836952187	0:33:03.189788
3760	0.0037819655748882273	0:29:08.048460
3780	0.0013828199964150162	0:33:17.908861
3800	0.004002262029816656	0:30:41.544422
3820	0.0015701566007511251	0:30:35.357447
3840	0.0027165344833189457	0:34:20.800849
3860	0.0029151475626855473	0:32:26.354087
3880	0.0018531637045644015	0:31:23.454506
3900	0.002729881173301649	0:33:55.860397
3920	0.0031925449563571322	0:34:13.699324
3940	0.0027344368480588543	0:32:11.517749
3960	0.002101010871162604	0:30:49.236322
3980	0.004012399064174997	0:28:11.847520
6000	0.0018901174774104113	0:35:12.504980
6020	0.0019363367052223843	0:32:17.853743
6040	0.0028360602744668126	0:32:23.384598
6060	0.0008228271474065001	0:31:15.393811
6080	0.0037852568930172494	0:29:38.558632
6100	0.003224267712367161	0:32:59.717328
6120	0.0022351421279789025	0:33:12.285297
6140	0.0028391664750253877	0:36:11.872696
6160	0.003260868329235736	0:32:11.406001
6180	0.0023122625278160103	0:33:07.641171
6200	0.002499224644526908	0:31:35.353681
6220	0.0011056450415590838	0:30:47.859756
6240	0.00312994824367035	0:33:43.297329
6260	0.0013587329501710645	0:30:27.339075
6280	0.0022483663816234563	0:32:39.420331
