no.	maxl2sqr	time
9000	0.002809104637372154	0:16:43.496265
9020	0.004907764077749092	0:16:45.384417
9040	0.0019736297611391293	0:16:42.133275
9060	0.004026951536588723	0:16:40.429293
9080	0.0016883308680210427	0:16:36.617032
9100	0.0033939729259544445	0:16:40.353007
9120	0.0024735843571175743	0:16:44.241398
9140	0.00222024231410787	0:16:32.711699
9160	0.0017385414805107472	0:16:44.946743
9180	0.002878236744718045	0:16:43.509292
9200	0.0011721736190502784	0:16:32.515809
9220	0.0032713481964188043	0:16:33.052519
9240	0.0018262425935105854	0:16:34.963670
9260	0.0008687150340397911	0:16:42.709279
9280	0.0021714822330728325	0:16:36.592364
9300	0.0034392201399567643	0:16:37.981472
9320	0.0022781343931121403	0:16:39.936028
9340	0.004840876821596726	0:16:43.987285
9360	0.0028070181152374377	0:16:37.601111
9380	0.0021797984501460504	0:16:38.067545
9400	0.004170825038865435	0:16:35.694622
9420	0.00379005826289522	0:16:33.623938
9440	0.004255593031146708	0:16:32.555810
9460	0.0011689713709702393	0:16:37.280644
9480	0.0010826275586015579	0:16:39.308453
9500	0.0024217068930544976	0:16:40.990340
9520	0.005248224859756931	0:16:32.589126
9540	0.0024265687445032868	0:16:39.102819
9560	0.0031959111722378994	0:16:39.073923
9580	0.0029859642353716343	0:16:37.481507
9600	0.0015429142491383042	0:16:45.387742
9620	0.002565848427365581	0:16:44.131012
9640	0.0020747354495314167	0:16:35.975596
9660	0.003831473701404448	0:16:36.201534
9680	0.0029927501514630007	0:16:44.974684
9700	0.0023483128089954717	0:16:46.735533
9720	0.0018207637686073967	0:16:45.717998
9740	0.002109132839305286	0:16:35.080236
9760	0.002269937605873399	0:16:41.849564
9780	0.0012292272218948782	0:16:43.223777
9800	0.0051816281992564705	0:16:40.297763
9820	0.002555532809263656	0:16:36.743748
9840	0.0025991846312678674	0:16:44.308819
9860	0.0011624770675022615	0:16:42.474049
9880	0.004264299857566691	0:16:42.433856
9900	0.0026386387368283	0:16:36.206259
9920	0.0031865592474464065	0:16:36.413111
9940	0.004459158396235901	0:16:37.252287
9960	0.002987607233057443	0:16:37.721776
9980	0.0038311886624617583	0:16:41.353146
8000	0.002486438035212745	0:15:59.257980
8020	0.0012023628734218505	0:15:59.250679
8040	0.0020513506306146026	0:15:57.273910
8060	0.001802996089676853	0:15:55.447916
8080	0.0008957076446252704	0:15:56.216140
8100	0.002977584807201757	0:16:00.366369
8120	0.0031324110131911156	0:15:58.005722
8140	0.0009562083295716977	0:15:58.059563
8160	0.003539522047978104	0:16:01.091404
8180	0.0011953971941192714	0:15:50.910383
8200	0.0023248643260582796	0:15:50.406886
8220	0.0021741625132461377	0:15:54.626368
8240	0.002626955457444118	0:16:03.264336
8260	0.003592830266853833	0:15:57.120537
8280	0.004364913176774177	0:15:59.022991
8300	0.0021966961629712586	0:15:57.656045
8320	0.001433314800093439	0:16:00.577813
8340	0.0017904342628765032	0:16:00.457689
8360	0.002711770672546747	0:15:52.956415
8380	0.00342506902987506	0:15:53.163012
8400	0.0016786784869600255	0:15:51.864237
8420	0.002261461937676876	0:15:51.847896
8440	0.0020431086282289793	0:15:53.987689
8460	0.0012697181401390757	0:15:56.987112
8480	0.00133319871509603	0:16:00.714938
8500	0.0011641720391982152	0:15:55.729456
8520	0.0027922336711227493	0:16:01.342750
8540	0.0009734585177785498	0:15:51.847781
8560	0.0031067954822649514	0:15:59.255186
8580	0.00392399726253275	0:15:59.736058
8600	0.0021685633231190646	0:16:00.880096
8620	0.0031725889075317083	0:15:56.462121
8640	0.004177193160738301	0:15:57.809645
8660	0.003623573659339005	0:15:57.585522
8680	0.0025539219382115855	0:16:00.821072
8700	0.002145110651243963	0:16:01.068060
8720	0.0010660849400206396	0:16:00.884671
8740	0.0016892647182967563	0:16:51.904774
8760	0.00331386715443886	0:17:41.615233
8780	0.00045070545907099305	0:18:14.686893
8800	0.0017647664804347784	0:17:02.059878
8820	0.0035136375522536317	0:18:18.390015
8840	0.0019486965073372492	0:18:48.348084
8860	0.0019301190537887839	0:18:24.174390
8880	0.0022202543878839863	0:17:41.068419
8900	0.002095297179653755	0:17:51.217463
8920	0.0018404027875341018	0:18:31.653922
