no.	maxl2sqr	time
5000	0.31779436608430606	0:00:15.665867
5020	0.11533300864992743	0:00:15.621238
5040	0.16868289667339514	0:00:15.588935
5060	0.1136337152146498	0:00:16.380288
5080	0.11683956818636945	0:00:16.312853
5100	0.12758204419490823	0:00:16.110286
5120	0.1434266738521687	0:00:16.113192
5140	0.03385093184943351	0:00:23.207350
5160	0.09208057440711634	0:00:26.854971
5180	0.1505568255464919	0:00:26.413803
5200	0.06104621987800685	0:00:26.375189
5220	0.05480226084695291	0:00:26.360201
5240	0.15948670229767803	0:00:26.379725
5260	0.062363476785379526	0:00:26.377757
5280	0.1905607808054772	0:00:26.384787
5300	0.24311810264531303	0:00:26.354325
5320	0.15731614040261038	0:00:26.375279
5340	0.11912049437180203	0:00:26.331951
5360	0.22898851076979299	0:00:26.429996
5380	0.15121090940116294	0:00:26.421646
5400	0.09136967764276538	0:00:26.373967
5420	0.1671073888838105	0:00:26.382821
5440	0.22930181263399585	0:00:26.406619
5460	0.3157055215409099	0:00:26.378228
5480	0.18048804915500716	0:00:26.343065
5500	0.08713357952285358	0:00:26.424083
5520	0.11903902777124735	0:00:26.357349
5540	0.06152010292886863	0:00:26.384460
5560	0.04636111642990693	0:00:26.351601
5580	0.06002458445340978	0:00:26.345778
5600	0.09342784841695714	0:00:26.306902
5620	0.052600646021984394	0:00:26.383604
5640	0.09954495411500029	0:00:26.375055
5660	0.12632758595367574	0:00:26.355965
5680	0.07637880637082123	0:00:26.383262
5700	0.10955226286504877	0:00:19.601300
5720	0.1290220867539364	0:00:16.582426
5740	0.04057902212516816	0:00:16.651590
5760	0.04079099740533414	0:00:16.608070
5780	0.16099325347731433	0:00:16.647842
5800	0.09695506648779845	0:00:16.611742
5820	0.09208994119468203	0:00:16.395289
5840	0.04783239876886299	0:00:15.889951
5860	0.20631501552528342	0:00:15.910388
5880	0.0874477123924172	0:00:15.931417
5900	0.04341033961199689	0:00:15.893434
5920	0.2007181683500159	0:00:15.670725
5940	0.07458005869521772	0:00:15.689479
5960	0.14452104575769037	0:00:15.683769
5980	0.16620585544500585	0:00:15.444229
2000	0.1464999691821106	0:00:15.212933
2020	0.1461541127425589	0:00:15.192714
2040	0.08676380789854272	0:00:15.175422
2060	0.08512901385885313	0:00:15.909775
2080	0.12081678855015625	0:00:16.075294
2100	0.03821266913485752	0:00:15.924753
2120	0.0991160177925996	0:00:15.821330
2140	0.20755310084796594	0:00:15.881190
2160	0.07643879275439196	0:00:15.620354
2180	0.008361505563365753	0:00:17.618598
2200	0.04083030986837499	0:00:26.961470
2220	0.14750315527388852	0:00:27.037149
2240	0.08124685673670215	0:00:26.989002
2260	0.1658026516470652	0:00:26.963753
2280	0.03873139112845929	0:00:26.930211
2300	0.07696655662628182	0:00:26.919476
2320	0.12477962047292701	0:00:26.946396
2340	0.09089948294377936	0:00:26.957585
2360	0.32500015914231384	0:00:26.874988
2380	0.07884360796555157	0:00:26.829956
2400	0.16656913644531796	0:00:26.901716
2420	0.124524841912575	0:00:26.878219
2440	0.1300275228622051	0:00:26.860757
2460	0.0912888408869036	0:00:26.880381
2480	0.07049602841714725	0:00:26.936452
2500	0.10222969326147413	0:00:26.895845
2520	0.16147130518667044	0:00:26.945973
2540	0.10505974850768249	0:00:26.896925
2560	0.08183665790767428	0:00:26.859919
2580	0.16632632233476952	0:00:26.914354
2600	0.1104994635816462	0:00:26.883450
2620	0.10083734121294378	0:00:26.845521
2640	0.19886463340453026	0:00:26.944915
2660	0.03342767991258317	0:00:26.853755
2680	0.058817611902836776	0:00:26.843425
2700	0.17125626512408382	0:00:26.909820
2720	0.07634114612679084	0:00:17.546129
2740	0.1521143694254984	0:00:15.471361
2760	0.04512330633885627	0:00:16.005624
2780	0.17747156963036118	0:00:15.753794
2800	0.08417145052810071	0:00:15.803244
2820	0.11413501090285266	0:00:16.189413
2840	0.11000955129852134	0:00:16.116484
2860	0.04219284911483623	0:00:15.908410
2880	0.03818842960456291	0:00:15.378982
2900	0.15730899341638674	0:00:15.407328
2920	0.11661767157366652	0:00:15.168154
2940	0.2394892225209028	0:00:15.262145
2960	0.11831556738224693	0:00:15.247166
2980	0.0854485012475395	0:00:15.180718
0	0.1166642616736048	0:00:15.132150
20	0.1595372456678954	0:00:15.128067
40	0.16508053258384725	0:00:15.107106
60	0.07076986793269292	0:00:19.631671
80	0.05384235428208978	0:00:26.157206
100	0.05612250360573101	0:00:21.906163
120	0.05527824805885835	0:00:23.382142
140	0.0713572761655772	0:00:26.047318
160	0.08198730004650714	0:00:25.902013
180	0.10894558830925538	0:00:23.503516
200	0.10598730839530904	0:00:18.855347
220	0.10191408170966398	0:00:26.848727
240	0.12899551909984586	0:00:26.839380
260	0.1221373033495396	0:00:26.814489
280	0.17918901000769516	0:00:26.858388
300	0.10837803652175214	0:00:26.839387
320	0.04803374425826518	0:00:26.847803
340	0.17094423177123286	0:00:26.722052
360	0.07306570022070406	0:00:26.776422
380	0.11169610195724439	0:00:26.847864
400	0.20046039403552765	0:00:26.727143
420	0.04494614216346679	0:00:26.742461
440	0.16387059542663474	0:00:26.797378
460	0.1547809612484815	0:00:26.821171
480	0.1033218873826956	0:00:26.853204
500	0.12560009362338118	0:00:26.886434
520	0.15993448799354165	0:00:26.734454
540	0.3056108364520118	0:00:26.764337
560	0.10071864294568891	0:00:26.831009
580	0.07476465263015	0:00:26.821716
600	0.11761689327324942	0:00:26.820569
620	0.1067200075560254	0:00:26.785731
640	0.055669841251738114	0:00:26.766040
660	0.09434507227191116	0:00:26.722724
680	0.17636020215517142	0:00:22.382706
700	0.12690227941116716	0:00:15.670211
720	0.05735903456604616	0:00:15.629892
740	0.1187297457108609	0:00:15.450864
760	0.16741660236512637	0:00:15.536516
780	0.1819365955663032	0:00:15.563517
800	0.11879187690669624	0:00:15.747760
820	0.058479258310410114	0:00:15.656744
840	0.19958889424196263	0:00:15.525887
860	0.047205966108428477	0:00:15.632835
880	0.044840313004157056	0:00:15.363642
900	0.026503703446657083	0:00:15.291701
920	0.13272793269625563	0:00:15.368636
940	0.23907676388287974	0:00:15.452431
960	0.15809919522997895	0:00:15.203820
980	0.03788779606282337	0:00:15.041060
1000	0.06957586483537229	0:00:15.345668
1020	0.2161110123563529	0:00:15.355805
1040	0.20017511988694417	0:00:15.328900
1060	0.1780547821955621	0:00:16.068736
1080	0.15368883693650454	0:00:16.146830
1100	0.10386632765037723	0:00:16.086214
1120	0.11066737206938379	0:00:15.859565
1140	0.027243898360022268	0:00:16.092824
1160	0.12351116789224989	0:00:16.038705
1180	0.06093698638311537	0:00:18.897105
